"Antal bostadsbyggnader efter region, bygg�r och vart 5:e �r"

"region","bygg�r","2022"
"2480C1210","1961-1970",21
"2480C1210","1971-1980",40
"2480C1210","1981-1990",14
"2480C1210","1991-2000",10
"2480C1210","2001-2010",5
"2480C1210","2011-2020",5
"2480C1210","2021-2030",..
"2480C1210","Ok�nt",..
"2480C1210","Totalt",202
"2480C1220","-1920",4
"2480C1220","1921-1930",13
"2480C1220","1931-1940",3
"2480C1220","1941-1950",..
"2480C1220","1951-1960",6
"2480C1220","1961-1970",5
"2480C1220","1971-1980",6
"2480C1220","1981-1990",10
"2480C1220","1991-2000",4
"2480C1220","2001-2010",2
"2480C1220","2011-2020",2
"2480C1220","2021-2030",4
"2480C1220","Ok�nt",3
"2480C1220","Totalt",62
"2480C1230","-1920",..
"2480C1230","1921-1930",..
"2480C1230","1931-1940",..
"2480C1230","1941-1950",..
"2480C1230","1951-1960",..
"2480C1230","1961-1970",..
"2480C1230","1971-1980",..
"2480C1230","1981-1990",..
"2480C1230","1991-2000",63
"2480C1230","2001-2010",..
"2480C1230","2011-2020",6
"2480C1230","2021-2030",1
"2480C1230","Ok�nt",..
"2480C1230","Totalt",70
"2480C1240","-1920",..
"2480C1240","1921-1930",..
"2480C1240","1931-1940",..
"2480C1240","1941-1950",..
"2480C1240","1951-1960",..
"2480C1240","1961-1970",11
"2480C1240","1971-1980",..
"2480C1240","1981-1990",1
"2480C1240","1991-2000",..
"2480C1240","2001-2010",9
"2480C1240","2011-2020",..
"2480C1240","2021-2030",..
"2480C1240","Ok�nt",..
"2480C1240","Totalt",21
"2480C1250","-1920",5
"2480C1250","1921-1930",31
"2480C1250","1931-1940",16
"2480C1250","1941-1950",14
"2480C1250","1951-1960",7
"2480C1250","1961-1970",19
"2480C1250","1971-1980",41
"2480C1250","1981-1990",8
"2480C1250","1991-2000",7
"2480C1250","2001-2010",1
"2480C1250","2011-2020",6
"2480C1250","2021-2030",..
"2480C1250","Ok�nt",1
"2480C1250","Totalt",156
"2480C1260","-1920",6
"2480C1260","1921-1930",6
"2480C1260","1931-1940",9
"2480C1260","1941-1950",12
"2480C1260","1951-1960",79
"2480C1260","1961-1970",159
"2480C1260","1971-1980",62
"2480C1260","1981-1990",26
"2480C1260","1991-2000",12
"2480C1260","2001-2010",16
"2480C1260","2011-2020",44
"2480C1260","2021-2030",3
"2480C1260","Ok�nt",3
"2480C1260","Totalt",437
"2480C1270","-1920",..
"2480C1270","1921-1930",..
"2480C1270","1931-1940",..
"2480C1270","1941-1950",..
"2480C1270","1951-1960",29
"2480C1270","1961-1970",9
"2480C1270","1971-1980",..
"2480C1270","1981-1990",..
"2480C1270","1991-2000",..
"2480C1270","2001-2010",..
"2480C1270","2011-2020",..
"2480C1270","2021-2030",..
"2480C1270","Ok�nt",..
"2480C1270","Totalt",38
"2480C1280","-1920",7
"2480C1280","1921-1930",16
"2480C1280","1931-1940",26
"2480C1280","1941-1950",14
"2480C1280","1951-1960",8
"2480C1280","1961-1970",18
"2480C1280","1971-1980",24
"2480C1280","1981-1990",17
"2480C1280","1991-2000",5
"2480C1280","2001-2010",7
"2480C1280","2011-2020",18
"2480C1280","2021-2030",..
"2480C1280","Ok�nt",1
"2480C1280","Totalt",161
"2480C1290","-1920",..
"2480C1290","1921-1930",7
"2480C1290","1931-1940",4
"2480C1290","1941-1950",..
"2480C1290","1951-1960",2
"2480C1290","1961-1970",5
"2480C1290","1971-1980",..
"2480C1290","1981-1990",3
"2480C1290","1991-2000",..
"2480C1290","2001-2010",46
"2480C1290","2011-2020",5
"2480C1290","2021-2030",7
"2480C1290","Ok�nt",2
"2480C1290","Totalt",81
"2480C1300","-1920",6
"2480C1300","1921-1930",22
"2480C1300","1931-1940",46
"2480C1300","1941-1950",95
"2480C1300","1951-1960",13
"2480C1300","1961-1970",37
"2480C1300","1971-1980",69
"2480C1300","1981-1990",3
"2480C1300","1991-2000",15
"2480C1300","2001-2010",3
"2480C1300","2011-2020",15
"2480C1300","2021-2030",..
"2480C1300","Ok�nt",1
"2480C1300","Totalt",325
"2480C1310","-1920",2
"2480C1310","1921-1930",11
"2480C1310","1931-1940",9
"2480C1310","1941-1950",4
"2480C1310","1951-1960",47
"2480C1310","1961-1970",192
"2480C1310","1971-1980",49
"2480C1310","1981-1990",6
"2480C1310","1991-2000",3
"2480C1310","2001-2010",16
"2480C1310","2011-2020",40
"2480C1310","2021-2030",..
"2480C1310","Ok�nt",..
"2480C1310","Totalt",379
"2480C1320","-1920",..
"2480C1320","1921-1930",4
"2480C1320","1931-1940",5
"2480C1320","1941-1950",10
"2480C1320","1951-1960",26
"2480C1320","1961-1970",11
"2480C1320","1971-1980",20
"2480C1320","1981-1990",..
"2480C1320","1991-2000",..
"2480C1320","2001-2010",..
"2480C1320","2011-2020",27
"2480C1320","2021-2030",..
"2480C1320","Ok�nt",..
"2480C1320","Totalt",103
"2480C1330","-1920",10
"2480C1330","1921-1930",35
"2480C1330","1931-1940",19
"2480C1330","1941-1950",8
"2480C1330","1951-1960",91
"2480C1330","1961-1970",51
"2480C1330","1971-1980",43
"2480C1330","1981-1990",10
"2480C1330","1991-2000",19
"2480C1330","2001-2010",25
"2480C1330","2011-2020",11
"2480C1330","2021-2030",1
"2480C1330","Ok�nt",3
"2480C1330","Totalt",326
"2480C1340","-1920",..
"2480C1340","1921-1930",..
"2480C1340","1931-1940",..
"2480C1340","1941-1950",..
"2480C1340","1951-1960",..
"2480C1340","1961-1970",45
"2480C1340","1971-1980",..
"2480C1340","1981-1990",..
"2480C1340","1991-2000",..
"2480C1340","2001-2010",1
"2480C1340","2011-2020",4
"2480C1340","2021-2030",2
"2480C1340","Ok�nt",..
"2480C1340","Totalt",52
"2480C1350","-1920",2
"2480C1350","1921-1930",3
"2480C1350","1931-1940",12
"2480C1350","1941-1950",14
"2480C1350","1951-1960",268
"2480C1350","1961-1970",101
"2480C1350","1971-1980",5
"2480C1350","1981-1990",4
"2480C1350","1991-2000",5
"2480C1350","2001-2010",14
"2480C1350","2011-2020",3
"2480C1350","2021-2030",..
"2480C1350","Ok�nt",1
"2480C1350","Totalt",432
"2480C1360","-1920",14
"2480C1360","1921-1930",13
"2480C1360","1931-1940",30
"2480C1360","1941-1950",38
"2480C1360","1951-1960",87
"2480C1360","1961-1970",16
"2480C1360","1971-1980",28
"2480C1360","1981-1990",32
"2480C1360","1991-2000",22
"2480C1360","2001-2010",28
"2480C1360","2011-2020",13
"2480C1360","2021-2030",..
"2480C1360","Ok�nt",3
"2480C1360","Totalt",324
"2480C1370","-1920",..
"2480C1370","1921-1930",..
"2480C1370","1931-1940",..
"2480C1370","1941-1950",..
"2480C1370","1951-1960",..
"2480C1370","1961-1970",..
"2480C1370","1971-1980",..
"2480C1370","1981-1990",148
"2480C1370","1991-2000",35
"2480C1370","2001-2010",..
"2480C1370","2011-2020",1
"2480C1370","2021-2030",..
"2480C1370","Ok�nt",1
"2480C1370","Totalt",185
"2480C1380","-1920",..
"2480C1380","1921-1930",9
"2480C1380","1931-1940",3
"2480C1380","1941-1950",..
"2480C1380","1951-1960",..
"2480C1380","1961-1970",1
"2480C1380","1971-1980",2
"2480C1380","1981-1990",..
"2480C1380","1991-2000",110
"2480C1380","2001-2010",203
"2480C1380","2011-2020",124
"2480C1380","2021-2030",5
"2480C1380","Ok�nt",2
"2480C1380","Totalt",459
"2480C1390","-1920",..
"2480C1390","1921-1930",1
"2480C1390","1931-1940",5
"2480C1390","1941-1950",47
"2480C1390","1951-1960",2
"2480C1390","1961-1970",6
"2480C1390","1971-1980",4
"2480C1390","1981-1990",1
"2480C1390","1991-2000",7
"2480C1390","2001-2010",..
"2480C1390","2011-2020",1
"2480C1390","2021-2030",..
"2480C1390","Ok�nt",..
"2480C1390","Totalt",74
"2480C1400","-1920",2
"2480C1400","1921-1930",3
"2480C1400","1931-1940",7
"2480C1400","1941-1950",33
"2480C1400","1951-1960",114
"2480C1400","1961-1970",19
"2480C1400","1971-1980",29
"2480C1400","1981-1990",6
"2480C1400","1991-2000",5
"2480C1400","2001-2010",..
"2480C1400","2011-2020",4
"2480C1400","2021-2030",2
"2480C1400","Ok�nt",..
"2480C1400","Totalt",224
"2480C1410","-1920",..
"2480C1410","1921-1930",..
"2480C1410","1931-1940",..
"2480C1410","1941-1950",..
"2480C1410","1951-1960",5
"2480C1410","1961-1970",..
"2480C1410","1971-1980",..
"2480C1410","1981-1990",..
"2480C1410","1991-2000",..
"2480C1410","2001-2010",30
"2480C1410","2011-2020",7
"2480C1410","2021-2030",..
"2480C1410","Ok�nt",..
"2480C1410","Totalt",42
"2480C1420","-1920",1
"2480C1420","1921-1930",..
"2480C1420","1931-1940",..
"2480C1420","1941-1950",..
"2480C1420","1951-1960",..
"2480C1420","1961-1970",389
"2480C1420","1971-1980",4
"2480C1420","1981-1990",..
"2480C1420","1991-2000",..
"2480C1420","2001-2010",..
"2480C1420","2011-2020",2
"2480C1420","2021-2030",..
"2480C1420","Ok�nt",..
"2480C1420","Totalt",396
"2480C1430","-1920",..
"2480C1430","1921-1930",..
"2480C1430","1931-1940",..
"2480C1430","1941-1950",..
"2480C1430","1951-1960",..
"2480C1430","1961-1970",38
"2480C1430","1971-1980",..
"2480C1430","1981-1990",1
"2480C1430","1991-2000",6
"2480C1430","2001-2010",3
"2480C1430","2011-2020",1
"2480C1430","2021-2030",..
"2480C1430","Ok�nt",..
"2480C1430","Totalt",49
"2480C1440","-1920",..
"2480C1440","1921-1930",11
"2480C1440","1931-1940",29
"2480C1440","1941-1950",12
"2480C1440","1951-1960",53
"2480C1440","1961-1970",22
"2480C1440","1971-1980",275
"2480C1440","1981-1990",31
"2480C1440","1991-2000",16
"2480C1440","2001-2010",3
"2480C1440","2011-2020",3
"2480C1440","2021-2030",..
"2480C1440","Ok�nt",..
"2480C1440","Totalt",455
"2480C1450","-1920",..
"2480C1450","1921-1930",..
"2480C1450","1931-1940",..
"2480C1450","1941-1950",..
"2480C1450","1951-1960",115
"2480C1450","1961-1970",47
"2480C1450","1971-1980",335
"2480C1450","1981-1990",1
"2480C1450","1991-2000",1
"2480C1450","2001-2010",..
"2480C1450","2011-2020",1
"2480C1450","2021-2030",1
"2480C1450","Ok�nt",3
"2480C1450","Totalt",504
"2480C1460","-1920",1
"2480C1460","1921-1930",..
"2480C1460","1931-1940",..
"2480C1460","1941-1950",..
"2480C1460","1951-1960",..
"2480C1460","1961-1970",..
"2480C1460","1971-1980",424
"2480C1460","1981-1990",..
"2480C1460","1991-2000",..
"2480C1460","2001-2010",..
"2480C1460","2011-2020",4
"2480C1460","2021-2030",..
"2480C1460","Ok�nt",..
"2480C1460","Totalt",429
"2480C1470","-1920",..
"2480C1470","1921-1930",..
"2480C1470","1931-1940",..
"2480C1470","1941-1950",..
"2480C1470","1951-1960",2
"2480C1470","1961-1970",..
"2480C1470","1971-1980",244
"2480C1470","1981-1990",..
"2480C1470","1991-2000",..
"2480C1470","2001-2010",..
"2480C1470","2011-2020",2
"2480C1470","2021-2030",..
"2480C1470","Ok�nt",..
"2480C1470","Totalt",248
"2480C1480","-1920",..
"2480C1480","1921-1930",..
"2480C1480","1931-1940",..
"2480C1480","1941-1950",..
"2480C1480","1951-1960",..
"2480C1480","1961-1970",..
"2480C1480","1971-1980",..
"2480C1480","1981-1990",54
"2480C1480","1991-2000",15
"2480C1480","2001-2010",47
"2480C1480","2011-2020",..
"2480C1480","2021-2030",..
"2480C1480","Ok�nt",..
"2480C1480","Totalt",116
"2480C1490","-1920",..
"2480C1490","1921-1930",..
"2480C1490","1931-1940",..
"2480C1490","1941-1950",..
"2480C1490","1951-1960",..
"2480C1490","1961-1970",..
"2480C1490","1971-1980",20
"2480C1490","1981-1990",181
"2480C1490","1991-2000",..
"2480C1490","2001-2010",1
"2480C1490","2011-2020",..
"2480C1490","2021-2030",..
"2480C1490","Ok�nt",..
"2480C1490","Totalt",202
"2480C1500","-1920",..
"2480C1500","1921-1930",..
"2480C1500","1931-1940",..
"2480C1500","1941-1950",..
"2480C1500","1951-1960",1
"2480C1500","1961-1970",..
"2480C1500","1971-1980",75
"2480C1500","1981-1990",249
"2480C1500","1991-2000",1
"2480C1500","2001-2010",1
"2480C1500","2011-2020",..
"2480C1500","2021-2030",1
"2480C1500","Ok�nt",..
"2480C1500","Totalt",328
"2480C1510","-1920",1
"2480C1510","1921-1930",..
"2480C1510","1931-1940",5
"2480C1510","1941-1950",..
"2480C1510","1951-1960",1
"2480C1510","1961-1970",1
"2480C1510","1971-1980",1
"2480C1510","1981-1990",38
"2480C1510","1991-2000",146
"2480C1510","2001-2010",..
"2480C1510","2011-2020",54
"2480C1510","2021-2030",1
"2480C1510","Ok�nt",5
"2480C1510","Totalt",253
"2480C1520","-1920",22
"2480C1520","1921-1930",10
"2480C1520","1931-1940",7
"2480C1520","1941-1950",5
"2480C1520","1951-1960",10
"2480C1520","1961-1970",49
"2480C1520","1971-1980",172
"2480C1520","1981-1990",125
"2480C1520","1991-2000",27
"2480C1520","2001-2010",76
"2480C1520","2011-2020",8
"2480C1520","2021-2030",..
"2480C1520","Ok�nt",5
"2480C1520","Totalt",516
"2481A0010","-1920",150
"2481A0010","1921-1930",94
"2481A0010","1931-1940",126
"2481A0010","1941-1950",84
"2481A0010","1951-1960",136
"2481A0010","1961-1970",31
"2481A0010","1971-1980",59
"2481A0010","1981-1990",40
"2481A0010","1991-2000",11
"2481A0010","2001-2010",10
"2481A0010","2011-2020",9
"2481A0010","2021-2030",..
"2481A0010","Ok�nt",351
"2481A0010","Totalt",1101
"2481A0020","-1920",164
"2481A0020","1921-1930",122
"2481A0020","1931-1940",174
"2481A0020","1941-1950",188
"2481A0020","1951-1960",274
"2481A0020","1961-1970",136
"2481A0020","1971-1980",156
"2481A0020","1981-1990",95
"2481A0020","1991-2000",64
"2481A0020","2001-2010",31
"2481A0020","2011-2020",49
"2481A0020","2021-2030",3
"2481A0020","Ok�nt",743
"2481A0020","Totalt",2199
"2481A0030","-1920",94
"2481A0030","1921-1930",48
"2481A0030","1931-1940",106
"2481A0030","1941-1950",119
"2481A0030","1951-1960",114
"2481A0030","1961-1970",30
"2481A0030","1971-1980",95
"2481A0030","1981-1990",38
"2481A0030","1991-2000",9
"2481A0030","2001-2010",8
"2481A0030","2011-2020",5
"2481A0030","2021-2030",..
"2481A0030","Ok�nt",334
"2481A0030","Totalt",1000
"2481C1010","-1920",1
"2481C1010","1921-1930",..
"2481C1010","1931-1940",3
"2481C1010","1941-1950",12
"2481C1010","1951-1960",1
"2481C1010","1961-1970",86
"2481C1010","1971-1980",169
"2481C1010","1981-1990",1
"2481C1010","1991-2000",12
"2481C1010","2001-2010",..
"2481C1010","2011-2020",2
"2481C1010","2021-2030",..
"2481C1010","Ok�nt",2
"2481C1010","Totalt",289
"2481C1020","-1920",3
"2481C1020","1921-1930",8
"2481C1020","1931-1940",14
"2481C1020","1941-1950",65
"2481C1020","1951-1960",131
"2481C1020","1961-1970",76
"2481C1020","1971-1980",99
"2481C1020","1981-1990",14
"2481C1020","1991-2000",14
"2481C1020","2001-2010",..
"2481C1020","2011-2020",10
"2481C1020","2021-2030",1
"2481C1020","Ok�nt",1
"2481C1020","Totalt",436
"2481C1030","-1920",..
"2481C1030","1921-1930",7
"2481C1030","1931-1940",18
"2481C1030","1941-1950",37
"2481C1030","1951-1960",162
"2481C1030","1961-1970",95
"2481C1030","1971-1980",15
"2481C1030","1981-1990",6
"2481C1030","1991-2000",5
"2481C1030","2001-2010",1
"2481C1030","2011-2020",..
"2481C1030","2021-2030",..
"2481C1030","Ok�nt",1
"2481C1030","Totalt",347
"2481C1040","-1920",..
"2481C1040","1921-1930",3
"2481C1040","1931-1940",8
"2481C1040","1941-1950",23
"2481C1040","1951-1960",122
"2481C1040","1961-1970",27
"2481C1040","1971-1980",212
"2481C1040","1981-1990",205
"2481C1040","1991-2000",9
"2481C1040","2001-2010",21
"2481C1040","2011-2020",13
"2481C1040","2021-2030",..
"2481C1040","Ok�nt",41
"2481C1040","Totalt",684
"2481C1050","-1920",12
"2481C1050","1921-1930",29
"2481C1050","1931-1940",21
"2481C1050","1941-1950",56
"2481C1050","1951-1960",44
"2481C1050","1961-1970",57
"2481C1050","1971-1980",25
"2481C1050","1981-1990",20
"2481C1050","1991-2000",5
"2481C1050","2001-2010",..
"2481C1050","2011-2020",2
"2481C1050","2021-2030",..
"2481C1050","Ok�nt",11
"2481C1050","Totalt",282
"2482A0010","-1920",89
"2482A0010","1921-1930",60
"2482A0010","1931-1940",56
"2482A0010","1941-1950",65
"2482A0010","1951-1960",96
"2482A0010","1961-1970",112
"2482A0010","1971-1980",177
"2482A0010","1981-1990",52
"2482A0010","1991-2000",22
"2482A0010","2001-2010",17
"2482A0010","2011-2020",30
"2482A0010","2021-2030",1
"2482A0010","Ok�nt",297
"2482A0010","Totalt",1074
"2482A0020","-1920",194
"2482A0020","1921-1930",114
"2482A0020","1931-1940",131
"2482A0020","1941-1950",115
"2482A0020","1951-1960",85
"2482A0020","1961-1970",115
"2482A0020","1971-1980",122
"2482A0020","1981-1990",50
"2482A0020","1991-2000",30
"2482A0020","2001-2010",14
"2482A0020","2011-2020",18
"2482A0020","2021-2030",..
"2482A0020","Ok�nt",510
"2482A0020","Totalt",1498
"2482A0030","-1920",234
"2482A0030","1921-1930",100
"2482A0030","1931-1940",112
"2482A0030","1941-1950",102
"2482A0030","1951-1960",94
"2482A0030","1961-1970",58
"2482A0030","1971-1980",65
"2482A0030","1981-1990",31
"2482A0030","1991-2000",23
"2482A0030","2001-2010",6
"2482A0030","2011-2020",9
"2482A0030","2021-2030",..
"2482A0030","Ok�nt",411
"2482A0030","Totalt",1245
"2482A0040","-1920",192
"2482A0040","1921-1930",91
"2482A0040","1931-1940",129
"2482A0040","1941-1950",169
"2482A0040","1951-1960",173
"2482A0040","1961-1970",130
"2482A0040","1971-1980",132
"2482A0040","1981-1990",79
"2482A0040","1991-2000",26
"2482A0040","2001-2010",29
"2482A0040","2011-2020",18
"2482A0040","2021-2030",2
"2482A0040","Ok�nt",891
"2482A0040","Totalt",2061
"2482A0050","-1920",212
"2482A0050","1921-1930",85
"2482A0050","1931-1940",142
"2482A0050","1941-1950",70
"2482A0050","1951-1960",102
"2482A0050","1961-1970",88
"2482A0050","1971-1980",80
"2482A0050","1981-1990",68
"2482A0050","1991-2000",40
"2482A0050","2001-2010",27
"2482A0050","2011-2020",12
"2482A0050","2021-2030",..
"2482A0050","Ok�nt",279
"2482A0050","Totalt",1205
"2482A0060","-1920",229
"2482A0060","1921-1930",125
"2482A0060","1931-1940",137
"2482A0060","1941-1950",125
"2482A0060","1951-1960",193
"2482A0060","1961-1970",278
"2482A0060","1971-1980",191
"2482A0060","1981-1990",157
"2482A0060","1991-2000",128
"2482A0060","2001-2010",105
"2482A0060","2011-2020",47
"2482A0060","2021-2030",3
"2482A0060","Ok�nt",654
"2482A0060","Totalt",2372
"2482A0070","-1920",171
"2482A0070","1921-1930",83
"2482A0070","1931-1940",73
"2482A0070","1941-1950",53
"2482A0070","1951-1960",73
"2482A0070","1961-1970",35
"2482A0070","1971-1980",44
"2482A0070","1981-1990",55
"2482A0070","1991-2000",29
"2482A0070","2001-2010",9
"2482A0070","2011-2020",8
"2482A0070","2021-2030",2
"2482A0070","Ok�nt",237
"2482A0070","Totalt",872
"2482A0080","-1920",128
"2482A0080","1921-1930",82
"2482A0080","1931-1940",99
"2482A0080","1941-1950",117
"2482A0080","1951-1960",146
"2482A0080","1961-1970",123
"2482A0080","1971-1980",122
"2482A0080","1981-1990",95
"2482A0080","1991-2000",76
"2482A0080","2001-2010",69
"2482A0080","2011-2020",50
"2482A0080","2021-2030",2
"2482A0080","Ok�nt",342
"2482A0080","Totalt",1451
"2482A0090","-1920",144
"2482A0090","1921-1930",124
"2482A0090","1931-1940",99
"2482A0090","1941-1950",109
"2482A0090","1951-1960",122
"2482A0090","1961-1970",60
"2482A0090","1971-1980",83
"2482A0090","1981-1990",54
"2482A0090","1991-2000",25
"2482A0090","2001-2010",11
"2482A0090","2011-2020",6
"2482A0090","2021-2030",..
"2482A0090","Ok�nt",402
"2482A0090","Totalt",1239
"2482A0100","-1920",130
"2482A0100","1921-1930",124
"2482A0100","1931-1940",93
"2482A0100","1941-1950",127
"2482A0100","1951-1960",112
"2482A0100","1961-1970",159
"2482A0100","1971-1980",192
"2482A0100","1981-1990",112
"2482A0100","1991-2000",61
"2482A0100","2001-2010",25
"2482A0100","2011-2020",25
"2482A0100","2021-2030",2
"2482A0100","Ok�nt",242
"2482A0100","Totalt",1404
"2482A0110","-1920",391
"2482A0110","1921-1930",205
"2482A0110","1931-1940",140
"2482A0110","1941-1950",140
"2482A0110","1951-1960",158
"2482A0110","1961-1970",153
"2482A0110","1971-1980",135
"2482A0110","1981-1990",130
"2482A0110","1991-2000",47
"2482A0110","2001-2010",72
