"Antal lägenheter efter region, upplåtelseform och år"

"region","upplåtelseform","2022"
"2281B2040","bostadsrätt",0
"2281B2040","äganderätt",426
"2281B2040","uppgift saknas",0
"2281B2050","hyresrätt",336
"2281B2050","bostadsrätt",447
"2281B2050","äganderätt",14
"2281B2050","uppgift saknas",0
"2281B2060","hyresrätt",86
"2281B2060","bostadsrätt",0
"2281B2060","äganderätt",302
"2281B2060","uppgift saknas",0
"2281B2070","hyresrätt",85
"2281B2070","bostadsrätt",0
"2281B2070","äganderätt",311
"2281B2070","uppgift saknas",0
"2281B2080","hyresrätt",670
"2281B2080","bostadsrätt",258
"2281B2080","äganderätt",294
"2281B2080","uppgift saknas",0
"2281B3010","hyresrätt",92
"2281B3010","bostadsrätt",0
"2281B3010","äganderätt",204
"2281B3010","uppgift saknas",0
"2281B3020","hyresrätt",14
"2281B3020","bostadsrätt",0
"2281B3020","äganderätt",561
"2281B3020","uppgift saknas",0
"2281B3030","hyresrätt",176
"2281B3030","bostadsrätt",10
"2281B3030","äganderätt",414
"2281B3030","uppgift saknas",0
"2281B3040","hyresrätt",343
"2281B3040","bostadsrätt",201
"2281B3040","äganderätt",186
"2281B3040","uppgift saknas",0
"2281B4010","hyresrätt",246
"2281B4010","bostadsrätt",0
"2281B4010","äganderätt",475
"2281B4010","uppgift saknas",0
"2281C1010","hyresrätt",203
"2281C1010","bostadsrätt",262
"2281C1010","äganderätt",581
"2281C1010","uppgift saknas",0
"2281C1020","hyresrätt",150
"2281C1020","bostadsrätt",842
"2281C1020","äganderätt",165
"2281C1020","uppgift saknas",0
"2281C1030","hyresrätt",590
"2281C1030","bostadsrätt",330
"2281C1030","äganderätt",298
"2281C1030","uppgift saknas",0
"2281C1040","hyresrätt",343
"2281C1040","bostadsrätt",520
"2281C1040","äganderätt",285
"2281C1040","uppgift saknas",0
"2281C1050","hyresrätt",339
"2281C1050","bostadsrätt",331
"2281C1050","äganderätt",317
"2281C1050","uppgift saknas",0
"2281C1060","hyresrätt",23
"2281C1060","bostadsrätt",0
"2281C1060","äganderätt",460
"2281C1060","uppgift saknas",0
"2281C1070","hyresrätt",930
"2281C1070","bostadsrätt",241
"2281C1070","äganderätt",51
"2281C1070","uppgift saknas",0
"2281C1080","hyresrätt",249
"2281C1080","bostadsrätt",128
"2281C1080","äganderätt",314
"2281C1080","uppgift saknas",0
"2281C1090","hyresrätt",254
"2281C1090","bostadsrätt",159
"2281C1090","äganderätt",199
"2281C1090","uppgift saknas",0
"2281C1100","hyresrätt",695
"2281C1100","bostadsrätt",884
"2281C1100","äganderätt",28
"2281C1100","uppgift saknas",0
"2281C1110","hyresrätt",503
"2281C1110","bostadsrätt",373
"2281C1110","äganderätt",60
"2281C1110","uppgift saknas",0
"2281C1120","hyresrätt",700
"2281C1120","bostadsrätt",758
"2281C1120","äganderätt",14
"2281C1120","uppgift saknas",0
"2281C1130","hyresrätt",1800
"2281C1130","bostadsrätt",683
"2281C1130","äganderätt",15
"2281C1130","uppgift saknas",0
"2281C1140","hyresrätt",641
"2281C1140","bostadsrätt",746
"2281C1140","äganderätt",1
"2281C1140","uppgift saknas",0
"2281C1150","hyresrätt",847
"2281C1150","bostadsrätt",48
"2281C1150","äganderätt",100
"2281C1150","uppgift saknas",0
"2281C1160","hyresrätt",35
"2281C1160","bostadsrätt",1032
"2281C1160","äganderätt",37
"2281C1160","uppgift saknas",0
"2281C1170","hyresrätt",333
"2281C1170","bostadsrätt",833
"2281C1170","äganderätt",102
"2281C1170","uppgift saknas",0
"2281C1180","hyresrätt",372
"2281C1180","bostadsrätt",287
"2281C1180","äganderätt",143
"2281C1180","uppgift saknas",0
"2281C1190","hyresrätt",53
"2281C1190","bostadsrätt",326
"2281C1190","äganderätt",282
"2281C1190","uppgift saknas",0
"2281C1200","hyresrätt",264
"2281C1200","bostadsrätt",743
"2281C1200","äganderätt",17
"2281C1200","uppgift saknas",0
"2281C1210","hyresrätt",133
"2281C1210","bostadsrätt",889
"2281C1210","äganderätt",132
"2281C1210","uppgift saknas",0
"2281C1220","hyresrätt",309
"2281C1220","bostadsrätt",535
"2281C1220","äganderätt",376
"2281C1220","uppgift saknas",0
"2281C1230","hyresrätt",410
"2281C1230","bostadsrätt",388
"2281C1230","äganderätt",137
"2281C1230","uppgift saknas",0
"2281C1240","hyresrätt",63
"2281C1240","bostadsrätt",431
"2281C1240","äganderätt",294
"2281C1240","uppgift saknas",0
"2281C1250","hyresrätt",91
"2281C1250","bostadsrätt",0
"2281C1250","äganderätt",373
"2281C1250","uppgift saknas",0
"2281C1260","hyresrätt",97
"2281C1260","bostadsrätt",601
"2281C1260","äganderätt",31
"2281C1260","uppgift saknas",0
"2281C1270","hyresrätt",160
"2281C1270","bostadsrätt",561
"2281C1270","äganderätt",90
"2281C1270","uppgift saknas",0
"2281C1280","hyresrätt",130
"2281C1280","bostadsrätt",0
"2281C1280","äganderätt",599
"2281C1280","uppgift saknas",0
"2281C1290","hyresrätt",410
"2281C1290","bostadsrätt",25
"2281C1290","äganderätt",514
"2281C1290","uppgift saknas",0
"2281C1300","hyresrätt",23
"2281C1300","bostadsrätt",16
"2281C1300","äganderätt",818
"2281C1300","uppgift saknas",0
"2281C1310","hyresrätt",220
"2281C1310","bostadsrätt",1033
"2281C1310","äganderätt",236
"2281C1310","uppgift saknas",0
"2281C1320","hyresrätt",512
"2281C1320","bostadsrätt",213
"2281C1320","äganderätt",413
"2281C1320","uppgift saknas",0
"2281C1330","hyresrätt",643
"2281C1330","bostadsrätt",135
"2281C1330","äganderätt",339
"2281C1330","uppgift saknas",0
"2281C1340","hyresrätt",30
"2281C1340","bostadsrätt",40
"2281C1340","äganderätt",353
"2281C1340","uppgift saknas",0
"2281C1350","hyresrätt",37
"2281C1350","bostadsrätt",0
"2281C1350","äganderätt",666
"2281C1350","uppgift saknas",0
"2281C1360","hyresrätt",531
"2281C1360","bostadsrätt",426
"2281C1360","äganderätt",133
"2281C1360","uppgift saknas",0
"2282A0010","hyresrätt",243
"2282A0010","bostadsrätt",0
"2282A0010","äganderätt",676
"2282A0010","uppgift saknas",1
"2282A0020","hyresrätt",94
"2282A0020","bostadsrätt",0
"2282A0020","äganderätt",585
"2282A0020","uppgift saknas",1
"2282A0030","hyresrätt",112
"2282A0030","bostadsrätt",5
"2282A0030","äganderätt",758
"2282A0030","uppgift saknas",0
"2282A0040","hyresrätt",144
"2282A0040","bostadsrätt",0
"2282A0040","äganderätt",820
"2282A0040","uppgift saknas",0
"2282A0050","hyresrätt",196
"2282A0050","bostadsrätt",0
"2282A0050","äganderätt",396
"2282A0050","uppgift saknas",0
"2282A0060","hyresrätt",99
"2282A0060","bostadsrätt",0
"2282A0060","äganderätt",332
"2282A0060","uppgift saknas",0
"2282B2010","hyresrätt",260
"2282B2010","bostadsrätt",0
"2282B2010","äganderätt",348
"2282B2010","uppgift saknas",0
"2282B2020","hyresrätt",120
"2282B2020","bostadsrätt",0
"2282B2020","äganderätt",398
"2282B2020","uppgift saknas",0
"2282B3010","hyresrätt",181
"2282B3010","bostadsrätt",76
"2282B3010","äganderätt",426
"2282B3010","uppgift saknas",0
"2282C1010","hyresrätt",703
"2282C1010","bostadsrätt",76
"2282C1010","äganderätt",405
"2282C1010","uppgift saknas",0
"2282C1020","hyresrätt",99
"2282C1020","bostadsrätt",40
"2282C1020","äganderätt",651
"2282C1020","uppgift saknas",0
"2282C1030","hyresrätt",873
"2282C1030","bostadsrätt",148
"2282C1030","äganderätt",264
"2282C1030","uppgift saknas",0
"2282C1040","hyresrätt",288
"2282C1040","bostadsrätt",0
"2282C1040","äganderätt",307
"2282C1040","uppgift saknas",0
"2283A0010","hyresrätt",71
"2283A0010","bostadsrätt",0
"2283A0010","äganderätt",467
"2283A0010","uppgift saknas",0
"2283A0020","hyresrätt",4
"2283A0020","bostadsrätt",0
"2283A0020","äganderätt",366
"2283A0020","uppgift saknas",0
"2283A0030","hyresrätt",59
"2283A0030","bostadsrätt",0
"2283A0030","äganderätt",378
"2283A0030","uppgift saknas",0
"2283A0040","hyresrätt",127
"2283A0040","bostadsrätt",0
"2283A0040","äganderätt",546
"2283A0040","uppgift saknas",0
"2283A0050","hyresrätt",37
"2283A0050","bostadsrätt",0
"2283A0050","äganderätt",565
"2283A0050","uppgift saknas",0
"2283A0060","hyresrätt",124
"2283A0060","bostadsrätt",0
"2283A0060","äganderätt",456
"2283A0060","uppgift saknas",0
"2283A0070","hyresrätt",294
"2283A0070","bostadsrätt",0
"2283A0070","äganderätt",528
"2283A0070","uppgift saknas",0
"2283A0080","hyresrätt",272
"2283A0080","bostadsrätt",0
"2283A0080","äganderätt",504
"2283A0080","uppgift saknas",0
"2283B2010","hyresrätt",298
"2283B2010","bostadsrätt",102
"2283B2010","äganderätt",480
"2283B2010","uppgift saknas",0
"2283C1010","hyresrätt",22
"2283C1010","bostadsrätt",0
"2283C1010","äganderätt",505
"2283C1010","uppgift saknas",0
"2283C1020","hyresrätt",564
"2283C1020","bostadsrätt",138
"2283C1020","äganderätt",170
"2283C1020","uppgift saknas",0
"2283C1030","hyresrätt",648
"2283C1030","bostadsrätt",452
"2283C1030","äganderätt",129
"2283C1030","uppgift saknas",0
"2283C1040","hyresrätt",590
"2283C1040","bostadsrätt",206
"2283C1040","äganderätt",267
"2283C1040","uppgift saknas",0
"2283C1050","hyresrätt",29
"2283C1050","bostadsrätt",160
"2283C1050","äganderätt",491
"2283C1050","uppgift saknas",0
"2283C1060","hyresrätt",329
"2283C1060","bostadsrätt",0
"2283C1060","äganderätt",373
"2283C1060","uppgift saknas",0
"2284A0010","hyresrätt",14
"2284A0010","bostadsrätt",0
"2284A0010","äganderätt",790
"2284A0010","uppgift saknas",0
"2284A0020","hyresrätt",14
"2284A0020","bostadsrätt",0
"2284A0020","äganderätt",352
"2284A0020","uppgift saknas",0
"2284A0030","hyresrätt",63
"2284A0030","bostadsrätt",0
"2284A0030","äganderätt",764
"2284A0030","uppgift saknas",0
"2284A0040","hyresrätt",2
"2284A0040","bostadsrätt",0
"2284A0040","äganderätt",469
"2284A0040","uppgift saknas",1
"2284A0050","hyresrätt",13
"2284A0050","bostadsrätt",0
"2284A0050","äganderätt",586
"2284A0050","uppgift saknas",0
"2284A0060","hyresrätt",8
"2284A0060","bostadsrätt",0
"2284A0060","äganderätt",590
"2284A0060","uppgift saknas",0
"2284A0070","hyresrätt",61
"2284A0070","bostadsrätt",0
"2284A0070","äganderätt",488
"2284A0070","uppgift saknas",0
"2284A0080","hyresrätt",243
"2284A0080","bostadsrätt",0
"2284A0080","äganderätt",394
"2284A0080","uppgift saknas",0
"2284A0090","hyresrätt",62
"2284A0090","bostadsrätt",0
"2284A0090","äganderätt",443
"2284A0090","uppgift saknas",0
"2284A0100","hyresrätt",88
"2284A0100","bostadsrätt",0
"2284A0100","äganderätt",867
"2284A0100","uppgift saknas",0
"2284A0110","hyresrätt",208
"2284A0110","bostadsrätt",0
"2284A0110","äganderätt",782
"2284A0110","uppgift saknas",0
"2284B2010","hyresrätt",151
"2284B2010","bostadsrätt",0
"2284B2010","äganderätt",445
"2284B2010","uppgift saknas",1
"2284B2020","hyresrätt",370
"2284B2020","bostadsrätt",138
"2284B2020","äganderätt",644
"2284B2020","uppgift saknas",0
"2284B3010","hyresrätt",324
"2284B3010","bostadsrätt",0
"2284B3010","äganderätt",538
"2284B3010","uppgift saknas",1
"2284B4010","hyresrätt",359
"2284B4010","bostadsrätt",23
"2284B4010","äganderätt",333
"2284B4010","uppgift saknas",0
"2284C1010","hyresrätt",52
"2284C1010","bostadsrätt",44
"2284C1010","äganderätt",381
"2284C1010","uppgift saknas",0
"2284C1020","hyresrätt",125
"2284C1020","bostadsrätt",47
"2284C1020","äganderätt",383
"2284C1020","uppgift saknas",0
"2284C1030","hyresrätt",396
"2284C1030","bostadsrätt",0
"2284C1030","äganderätt",439
"2284C1030","uppgift saknas",0
"2284C1040","hyresrätt",30
"2284C1040","bostadsrätt",55
"2284C1040","äganderätt",547
"2284C1040","uppgift saknas",0
"2284C1050","hyresrätt",295
"2284C1050","bostadsrätt",0
"2284C1050","äganderätt",700
"2284C1050","uppgift saknas",0
"2284C1060","hyresrätt",187
"2284C1060","bostadsrätt",0
"2284C1060","äganderätt",598
"2284C1060","uppgift saknas",0
"2284C1070","hyresrätt",209
"2284C1070","bostadsrätt",16
"2284C1070","äganderätt",377
"2284C1070","uppgift saknas",0
"2284C1080","hyresrätt",737
"2284C1080","bostadsrätt",92
"2284C1080","äganderätt",191
"2284C1080","uppgift saknas",0
"2284C1090","hyresrätt",259
"2284C1090","bostadsrätt",0
"2284C1090","äganderätt",311
"2284C1090","uppgift saknas",0
"2284C1100","hyresrätt",1002
"2284C1100","bostadsrätt",568
"2284C1100","äganderätt",17
"2284C1100","uppgift saknas",0
"2284C1110","hyresrätt",497
"2284C1110","bostadsrätt",557
"2284C1110","äganderätt",84
"2284C1110","uppgift saknas",0
"2284C1120","hyresrätt",819
"2284C1120","bostadsrätt",104
"2284C1120","äganderätt",3
"2284C1120","uppgift saknas",0
"2284C1130","hyresrätt",678
"2284C1130","bostadsrätt",245
"2284C1130","äganderätt",269
"2284C1130","uppgift saknas",0
"2284C1140","hyresrätt",654
"2284C1140","bostadsrätt",350
"2284C1140","äganderätt",31
"2284C1140","uppgift saknas",0
"2284C1150","hyresrätt",496
"2284C1150","bostadsrätt",446
"2284C1150","äganderätt",36
"2284C1150","uppgift saknas",0
"2284C1160","hyresrätt",185
"2284C1160","bostadsrätt",0
"2284C1160","äganderätt",658
"2284C1160","uppgift saknas",0
"2284C1170","hyresrätt",582
"2284C1170","bostadsrätt",78
"2284C1170","äganderätt",129
"2284C1170","uppgift saknas",0
"2284C1180","hyresrätt",315
"2284C1180","bostadsrätt",0
"2284C1180","äganderätt",327
"2284C1180","uppgift saknas",0
"2284C1190","hyresrätt",51
"2284C1190","bostadsrätt",0
"2284C1190","äganderätt",510
"2284C1190","uppgift saknas",0
"2284C1200","hyresrätt",122
"2284C1200","bostadsrätt",0
"2284C1200","äganderätt",518
"2284C1200","uppgift saknas",0
"2284C1210","hyresrätt",55
"2284C1210","bostadsrätt",0
"2284C1210","äganderätt",444
"2284C1210","uppgift saknas",0
"2284C1220","hyresrätt",17
"2284C1220","bostadsrätt",0
"2284C1220","äganderätt",527
"2284C1220","uppgift saknas",0
"2303A0010","hyresrätt",239
"2303A0010","bostadsrätt",0
"2303A0010","äganderätt",464
"2303A0010","uppgift saknas",0
"2303A0020","hyresrätt",175
"2303A0020","bostadsrätt",0
"2303A0020","äganderätt",525
"2303A0020","uppgift saknas",0
"2303A0030","hyresrätt",46
"2303A0030","bostadsrätt",0
"2303A0030","äganderätt",735
"2303A0030","uppgift saknas",0
"2303C1010","hyresrätt",398
"2303C1010","bostadsrätt",0
"2303C1010","äganderätt",312
"2303C1010","uppgift saknas",0
"2305A0010","hyresrätt",35
"2305A0010","bostadsrätt",0
"2305A0010","äganderätt",489
"2305A0010","uppgift saknas",0
"2305A0020","hyresrätt",204
"2305A0020","bostadsrätt",0
"2305A0020","äganderätt",469
"2305A0020","uppgift saknas",0
"2305A0030","hyresrätt",189
"2305A0030","bostadsrätt",0
"2305A0030","äganderätt",550
"2305A0030","uppgift saknas",0
"2305A0040","hyresrätt",104
"2305A0040","bostadsrätt",0
"2305A0040","äganderätt",494
"2305A0040","uppgift saknas",0
"2305C1010","hyresrätt",533
"2305C1010","bostadsrätt",115
"2305C1010","äganderätt",340
"2305C1010","uppgift saknas",0
"2309A0010","hyresrätt",17
"2309A0010","bostadsrätt",0
"2309A0010","äganderätt",520
"2309A0010","uppgift saknas",0
"2309A0020","hyresrätt",21
"2309A0020","bostadsrätt",17
"2309A0020","äganderätt",401
"2309A0020","uppgift saknas",0
"2309A0030","hyresrätt",151
"2309A0030","bostadsrätt",0
"2309A0030","äganderätt",695
"2309A0030","uppgift saknas",0
"2309A0040","hyresrätt",208
"2309A0040","bostadsrätt",0
"2309A0040","äganderätt",815
"2309A0040","uppgift saknas",0
"2309A0050","hyresrätt",174
"2309A0050","bostadsrätt",0
"2309A0050","äganderätt",699
"2309A0050","uppgift saknas",0
"2309B2010","hyresrätt",54
"2309B2010","bostadsrätt",36
"2309B2010","äganderätt",386
"2309B2010","uppgift saknas",0
"2309B2020","hyresrätt",98
"2309B2020","bostadsrätt",155
"2309B2020","äganderätt",461
"2309B2020","uppgift saknas",0
"2309B3010","hyresrätt",170
"2309B3010","bostadsrätt",65
"2309B3010","äganderätt",329
"2309B3010","uppgift saknas",0
"2309C1010","hyresrätt",90
"2309C1010","bostadsrätt",0
"2309C1010","äganderätt",420
"2309C1010","uppgift saknas",0
"2309C1020","hyresrätt",651
"2309C1020","bostadsrätt",49
"2309C1020","äganderätt",383
"2309C1020","uppgift saknas",0
"2313A0010","hyresrätt",37
"2313A0010","bostadsrätt",0
"2313A0010","äganderätt",788
"2313A0010","uppgift saknas",0
"2313A0020","hyresrätt",392
"2313A0020","bostadsrätt",75
"2313A0020","äganderätt",825
"2313A0020","uppgift saknas",0
"2313A0030","hyresrätt",104
"2313A0030","bostadsrätt",0
"2313A0030","äganderätt",812
"2313A0030","uppgift saknas",1
"2313A0040","hyresrätt",195
"2313A0040","bostadsrätt",0
"2313A0040","äganderätt",302
"2313A0040","uppgift saknas",4
"2313B2010","hyresrätt",294
"2313B2010","bostadsrätt",0
"2313B2010","äganderätt",362
"2313B2010","uppgift saknas",0
"2313C1010","hyresrätt",643
"2313C1010","bostadsrätt",100
"2313C1010","äganderätt",311
"2313C1010","uppgift saknas",0
"2313C1020","hyresrätt",139
"2313C1020","bostadsrätt",80
"2313C1020","äganderätt",342
"2313C1020","uppgift saknas",0
"2313C1030","hyresrätt",155
"2313C1030","bostadsrätt",160
"2313C1030","äganderätt",268
"2313C1030","uppgift saknas",0
"2321A0010","hyresrätt",111
"2321A0010","bostadsrätt",37
"2321A0010","äganderätt",491
"2321A0010","uppgift saknas",0
"2321A0020","hyresrätt",115
"2321A0020","bostadsrätt",46
"2321A0020","äganderätt",573
"2321A0020","uppgift saknas",0
"2321A0030","hyresrätt",265
"2321A0030","bostadsrätt",0
"2321A0030","äganderätt",664
"2321A0030","uppgift saknas",0
"2321A0040","hyresrätt",138
"2321A0040","bostadsrätt",73
"2321A0040","äganderätt",551
"2321A0040","uppgift saknas",0
"2321B2010","hyresrätt",592
"2321B2010","bostadsrätt",1158
"2321B2010","äganderätt",473
"2321B2010","uppgift saknas",0
"2321B2020","hyresrätt",252
"2321B2020","bostadsrätt",291
"2321B2020","äganderätt",406
"2321B2020","uppgift saknas",0
"2321C1010","hyresrätt",508
"2321C1010","bostadsrätt",95
"2321C1010","äganderätt",367
"2321C1010","uppgift saknas",0
"2326A0010","hyresrätt",157
"2326A0010","bostadsrätt",127
"2326A0010","äganderätt",555
"2326A0010","uppgift saknas",0
"2326A0020","hyresrätt",31
"2326A0020","bostadsrätt",0
"2326A0020","äganderätt",508
"2326A0020","uppgift saknas",1
"2326A0030","hyresrätt",168
"2326A0030","bostadsrätt",0
"2326A0030","äganderätt",377
"2326A0030","uppgift saknas",12
"2326A0040","hyresrätt",126
"2326A0040","bostadsrätt",0
"2326A0040","äganderätt",448
"2326A0040","uppgift saknas",0
"2326A0050","hyresrätt",153
"2326A0050","bostadsrätt",0
"2326A0050","äganderätt",696
"2326A0050","uppgift saknas",2
"2326C1010","hyresrätt",346
"2326C1010","bostadsrätt",0
"2326C1010","äganderätt",245
"2326C1010","uppgift saknas",0
"2361A0010","hyresrätt",87
"2361A0010","bostadsrätt",0
"2361A0010","äganderätt",618
"2361A0010","uppgift saknas",0
"2361A0020","hyresrätt",129
"2361A0020","bostadsrätt",0
"2361A0020","äganderätt",507
"2361A0020","uppgift saknas",0
"2361A0030","hyresrätt",276
"2361A0030","bostadsrätt",362
"2361A0030","äganderätt",878
"2361A0030","uppgift saknas",0
"2361A0040","hyresrätt",177
"2361A0040","bostadsrätt",194
"2361A0040","äganderätt",566
"2361A0040","uppgift saknas",0
"2361B2010","hyresrätt",230
"2361B2010","bostadsrätt",26
"2361B2010","äganderätt",356
"2361B2010","uppgift saknas",0
"2361B3010","hyresrätt",283
"2361B3010","bostadsrätt",147
"2361B3010","äganderätt",270
"2361B3010","uppgift saknas",0
"2361C1010","hyresrätt",435
"2361C1010","bostadsrätt",22
"2361C1010","äganderätt",418
"2361C1010","uppgift saknas",0
"2361C1020","hyresrätt",566
"2361C1020","bostadsrätt",117
"2361C1020","äganderätt",282
"2361C1020","uppgift saknas",0
"2380A0010","hyresrätt",158
"2380A0010","bostadsrätt",0
"2380A0010","äganderätt",912
"2380A0010","uppgift saknas",2
"2380A0020","hyresrätt",17
"2380A0020","bostadsrätt",0
"2380A0020","äganderätt",575
"2380A0020","uppgift saknas",0
"2380A0030","hyresrätt",44
"2380A0030","bostadsrätt",0
"2380A0030","äganderätt",522
"2380A0030","uppgift saknas",0
"2380A0040","hyresrätt",23
"2380A0040","bostadsrätt",0
"2380A0040","äganderätt",957
"2380A0040","uppgift saknas",1
"2380A0050","hyresrätt",61
"2380A0050","bostadsrätt",0
"2380A0050","äganderätt",447
"2380A0050","uppgift saknas",0
"2380B2010","hyresrätt",329
"2380B2010","bostadsrätt",72
"2380B2010","äganderätt",286
"2380B2010","uppgift saknas",0
"2380C1010","hyresrätt",193
"2380C1010","bostadsrätt",400
"2380C1010","äganderätt",308
"2380C1010","uppgift saknas",0
"2380C1020","hyresrätt",130
"2380C1020","bostadsrätt",288
"2380C1020","äganderätt",209
"2380C1020","uppgift saknas",0
"2380C1030","hyresrätt",197
"2380C1030","bostadsrätt",72
"2380C1030","äganderätt",436
"2380C1030","uppgift saknas",0
"2380C1040","hyresrätt",685
"2380C1040","bostadsrätt",18
"2380C1040","äganderätt",494
"2380C1040","uppgift saknas",0
"2380C1050","hyresrätt",49
"2380C1050","bostadsrätt",40
"2380C1050","äganderätt",757
"2380C1050","uppgift saknas",0
"2380C1060","hyresrätt",214
"2380C1060","bostadsrätt",592
"2380C1060","äganderätt",303
"2380C1060","uppgift saknas",0
"2380C1070","hyresrätt",360
"2380C1070","bostadsrätt",59
"2380C1070","äganderätt",64
"2380C1070","uppgift saknas",0
"2380C1080","hyresrätt",249
"2380C1080","bostadsrätt",320
"2380C1080","äganderätt",334
"2380C1080","uppgift saknas",0
"2380C1090","hyresrätt",662
"2380C1090","bostadsrätt",196
"2380C1090","äganderätt",66
"2380C1090","uppgift saknas",0
"2380C1100","hyresrätt",670
"2380C1100","bostadsrätt",463
"2380C1100","äganderätt",180
"2380C1100","uppgift saknas",0
"2380C1110","hyresrätt",19
"2380C1110","bostadsrätt",465
"2380C1110","äganderätt",324
"2380C1110","uppgift saknas",0
"2380C1120","hyresrätt",441
"2380C1120","bostadsrätt",164
"2380C1120","äganderätt",343
"2380C1120","uppgift saknas",0
"2380C1130","hyresrätt",479
"2380C1130","bostadsrätt",479
"2380C1130","äganderätt",56
"2380C1130","uppgift saknas",0
"2380C1140","hyresrätt",496
"2380C1140","bostadsrätt",1049
"2380C1140","äganderätt",68
"2380C1140","uppgift saknas",0
"2380C1150","hyresrätt",285
"2380C1150","bostadsrätt",559
"2380C1150","äganderätt",120
"2380C1150","uppgift saknas",0
"2380C1160","hyresrätt",805
"2380C1160","bostadsrätt",202
"2380C1160","äganderätt",74
"2380C1160","uppgift saknas",0
"2380C1170","hyresrätt",939
"2380C1170","bostadsrätt",468
"2380C1170","äganderätt",2
"2380C1170","uppgift saknas",0
"2380C1180","hyresrätt",408
"2380C1180","bostadsrätt",284
"2380C1180","äganderätt",477
"2380C1180","uppgift saknas",0
"2380C1190","hyresrätt",491
"2380C1190","bostadsrätt",481
"2380C1190","äganderätt",0
"2380C1190","uppgift saknas",0
"2380C1200","hyresrätt",999
"2380C1200","bostadsrätt",201
"2380C1200","äganderätt",13
"2380C1200","uppgift saknas",0
"2380C1210","hyresrätt",88
"2380C1210","bostadsrätt",392
"2380C1210","äganderätt",349
"2380C1210","uppgift saknas",0
"2380C1220","hyresrätt",787
"2380C1220","bostadsrätt",218
"2380C1220","äganderätt",8
"2380C1220","uppgift saknas",0
"2380C1230","hyresrätt",437
"2380C1230","bostadsrätt",238
"2380C1230","äganderätt",130
"2380C1230","uppgift saknas",0
"2380C1240","hyresrätt",106
"2380C1240","bostadsrätt",120
"2380C1240","äganderätt",415
"2380C1240","uppgift saknas",0
"2380C1250","hyresrätt",276
"2380C1250","bostadsrätt",435
"2380C1250","äganderätt",142
"2380C1250","uppgift saknas",0
"2380C1260","hyresrätt",818
"2380C1260","bostadsrätt",63
"2380C1260","äganderätt",211
"2380C1260","uppgift saknas",0
"2380C1270","hyresrätt",808
"2380C1270","bostadsrätt",598
"2380C1270","äganderätt",106
"2380C1270","uppgift saknas",0
"2380C1280","hyresrätt",463
"2380C1280","bostadsrätt",156
"2380C1280","äganderätt",233
"2380C1280","uppgift saknas",0
"2380C1290","hyresrätt",1246
"2380C1290","bostadsrätt",486
"2380C1290","äganderätt",171
"2380C1290","uppgift saknas",0
"2380C1300","hyresrätt",75
"2380C1300","bostadsrätt",980
"2380C1300","äganderätt",23
"2380C1300","uppgift saknas",0
"2380C1310","hyresrätt",8
"2380C1310","bostadsrätt",177
"2380C1310","äganderätt",357
"2380C1310","uppgift saknas",0
"2401A0010","hyresrätt",45
"2401A0010","bostadsrätt",0
"2401A0010","äganderätt",663
"2401A0010","uppgift saknas",0
"2401A0020","hyresrätt",80
"2401A0020","bostadsrätt",0
"2401A0020","äganderätt",617
"2401A0020","uppgift saknas",0
"2401B2010","hyresrätt",112
"2401B2010","bostadsrätt",0
"2401B2010","äganderätt",535
"2401B2010","uppgift saknas",0
"2401C1010","hyresrätt",143
"2401C1010","bostadsrätt",18
"2401C1010","äganderätt",213
"2401C1010","uppgift saknas",0
"2401C1020","hyresrätt",658
"2401C1020","bostadsrätt",0
"2401C1020","äganderätt",409
"2401C1020","uppgift saknas",0
"2403A0010","hyresrätt",28
"2403A0010","bostadsrätt",0
"2403A0010","äganderätt",581
"2403A0010","uppgift saknas",0
"2403C1010","hyresrätt",274
"2403C1010","bostadsrätt",0
"2403C1010","äganderätt",261
"2403C1010","uppgift saknas",0
"2404A0010","hyresrätt",54
"2404A0010","bostadsrätt",0
"2404A0010","äganderätt",558
"2404A0010","uppgift saknas",0
"2404A0020","hyresrätt",82
"2404A0020","bostadsrätt",0
"2404A0020","äganderätt",706
"2404A0020","uppgift saknas",0
"2404C1010","hyresrätt",625
"2404C1010","bostadsrätt",44
"2404C1010","äganderätt",655
"2404C1010","uppgift saknas",0
"2409A0010","hyresrätt",107
"2409A0010","bostadsrätt",0
"2409A0010","äganderätt",735
"2409A0010","uppgift saknas",0
"2409A0020","hyresrätt",37
"2409A0020","bostadsrätt",0
"2409A0020","äganderätt",539
"2409A0020","uppgift saknas",1
"2409A0030","hyresrätt",176
"2409A0030","bostadsrätt",0
"2409A0030","äganderätt",611
"2409A0030","uppgift saknas",0
"2409C1010","hyresrätt",398
"2409C1010","bostadsrätt",48
"2409C1010","äganderätt",524
"2409C1010","uppgift saknas",2
"2417A0010","hyresrätt",117
"2417A0010","bostadsrätt",0
"2417A0010","äganderätt",828
"2417A0010","uppgift saknas",0
"2417C1010","hyresrätt",565
"2417C1010","bostadsrätt",16
"2417C1010","äganderätt",511
"2417C1010","uppgift saknas",0
"2418A0010","hyresrätt",20
"2418A0010","bostadsrätt",0
"2418A0010","äganderätt",449
"2418A0010","uppgift saknas",0
"2418C1010","hyresrätt",224
"2418C1010","bostadsrätt",0
"2418C1010","äganderätt",296
"2418C1010","uppgift saknas",0
"2418C1020","hyresrätt",336
"2418C1020","bostadsrätt",79
"2418C1020","äganderätt",218
