"Antal lägenheter efter region, upplåtelseform och år"

"region","upplåtelseform","2022"
"0482A0010","bostadsrätt",15
"0482A0010","äganderätt",583
"0482A0010","uppgift saknas",0
"0482A0020","hyresrätt",201
"0482A0020","bostadsrätt",65
"0482A0020","äganderätt",646
"0482A0020","uppgift saknas",0
"0482A0030","hyresrätt",64
"0482A0030","bostadsrätt",0
"0482A0030","äganderätt",682
"0482A0030","uppgift saknas",0
"0482B2010","hyresrätt",727
"0482B2010","bostadsrätt",8
"0482B2010","äganderätt",419
"0482B2010","uppgift saknas",0
"0482B3010","hyresrätt",292
"0482B3010","bostadsrätt",131
"0482B3010","äganderätt",452
"0482B3010","uppgift saknas",0
"0482C1010","hyresrätt",198
"0482C1010","bostadsrätt",29
"0482C1010","äganderätt",287
"0482C1010","uppgift saknas",0
"0482C1020","hyresrätt",971
"0482C1020","bostadsrätt",83
"0482C1020","äganderätt",121
"0482C1020","uppgift saknas",0
"0482C1030","hyresrätt",394
"0482C1030","bostadsrätt",78
"0482C1030","äganderätt",249
"0482C1030","uppgift saknas",0
"0482C1040","hyresrätt",473
"0482C1040","bostadsrätt",192
"0482C1040","äganderätt",324
"0482C1040","uppgift saknas",0
"0482C1050","hyresrätt",60
"0482C1050","bostadsrätt",0
"0482C1050","äganderätt",312
"0482C1050","uppgift saknas",0
"0483A0010","hyresrätt",109
"0483A0010","bostadsrätt",14
"0483A0010","äganderätt",575
"0483A0010","uppgift saknas",0
"0483A0020","hyresrätt",175
"0483A0020","bostadsrätt",45
"0483A0020","äganderätt",489
"0483A0020","uppgift saknas",0
"0483A0030","hyresrätt",52
"0483A0030","bostadsrätt",0
"0483A0030","äganderätt",337
"0483A0030","uppgift saknas",0
"0483A0040","hyresrätt",128
"0483A0040","bostadsrätt",31
"0483A0040","äganderätt",703
"0483A0040","uppgift saknas",0
"0483A0050","hyresrätt",74
"0483A0050","bostadsrätt",25
"0483A0050","äganderätt",600
"0483A0050","uppgift saknas",0
"0483A0060","hyresrätt",146
"0483A0060","bostadsrätt",9
"0483A0060","äganderätt",504
"0483A0060","uppgift saknas",1
"0483B2010","hyresrätt",189
"0483B2010","bostadsrätt",37
"0483B2010","äganderätt",463
"0483B2010","uppgift saknas",0
"0483C1010","hyresrätt",65
"0483C1010","bostadsrätt",78
"0483C1010","äganderätt",305
"0483C1010","uppgift saknas",0
"0483C1020","hyresrätt",481
"0483C1020","bostadsrätt",191
"0483C1020","äganderätt",186
"0483C1020","uppgift saknas",0
"0483C1030","hyresrätt",584
"0483C1030","bostadsrätt",36
"0483C1030","äganderätt",296
"0483C1030","uppgift saknas",0
"0483C1040","hyresrätt",431
"0483C1040","bostadsrätt",174
"0483C1040","äganderätt",339
"0483C1040","uppgift saknas",0
"0483C1050","hyresrätt",392
"0483C1050","bostadsrätt",217
"0483C1050","äganderätt",156
"0483C1050","uppgift saknas",0
"0483C1060","hyresrätt",103
"0483C1060","bostadsrätt",29
"0483C1060","äganderätt",763
"0483C1060","uppgift saknas",0
"0483C1070","hyresrätt",35
"0483C1070","bostadsrätt",28
"0483C1070","äganderätt",318
"0483C1070","uppgift saknas",0
"0483C1080","hyresrätt",1276
"0483C1080","bostadsrätt",391
"0483C1080","äganderätt",30
"0483C1080","uppgift saknas",0
"0483C1090","hyresrätt",492
"0483C1090","bostadsrätt",0
"0483C1090","äganderätt",263
"0483C1090","uppgift saknas",0
"0483C1100","hyresrätt",884
"0483C1100","bostadsrätt",169
"0483C1100","äganderätt",33
"0483C1100","uppgift saknas",0
"0483C1110","hyresrätt",1265
"0483C1110","bostadsrätt",121
"0483C1110","äganderätt",3
"0483C1110","uppgift saknas",0
"0483C1120","hyresrätt",584
"0483C1120","bostadsrätt",340
"0483C1120","äganderätt",30
"0483C1120","uppgift saknas",0
"0483C1130","hyresrätt",837
"0483C1130","bostadsrätt",167
"0483C1130","äganderätt",54
"0483C1130","uppgift saknas",0
"0483C1140","hyresrätt",375
"0483C1140","bostadsrätt",106
"0483C1140","äganderätt",297
"0483C1140","uppgift saknas",0
"0484A0010","hyresrätt",29
"0484A0010","bostadsrätt",0
"0484A0010","äganderätt",651
"0484A0010","uppgift saknas",0
"0484A0020","hyresrätt",12
"0484A0020","bostadsrätt",0
"0484A0020","äganderätt",388
"0484A0020","uppgift saknas",0
"0484A0030","hyresrätt",86
"0484A0030","bostadsrätt",0
"0484A0030","äganderätt",638
"0484A0030","uppgift saknas",0
"0484A0040","hyresrätt",79
"0484A0040","bostadsrätt",4
"0484A0040","äganderätt",462
"0484A0040","uppgift saknas",0
"0484A0050","hyresrätt",40
"0484A0050","bostadsrätt",0
"0484A0050","äganderätt",808
"0484A0050","uppgift saknas",0
"0484A0060","hyresrätt",131
"0484A0060","bostadsrätt",0
"0484A0060","äganderätt",835
"0484A0060","uppgift saknas",0
"0484A0070","hyresrätt",17
"0484A0070","bostadsrätt",0
"0484A0070","äganderätt",560
"0484A0070","uppgift saknas",0
"0484B2010","hyresrätt",7
"0484B2010","bostadsrätt",0
"0484B2010","äganderätt",521
"0484B2010","uppgift saknas",0
"0484B3010","hyresrätt",124
"0484B3010","bostadsrätt",0
"0484B3010","äganderätt",400
"0484B3010","uppgift saknas",0
"0484B4010","hyresrätt",11
"0484B4010","bostadsrätt",0
"0484B4010","äganderätt",401
"0484B4010","uppgift saknas",0
"0484B5010","hyresrätt",132
"0484B5010","bostadsrätt",69
"0484B5010","äganderätt",223
"0484B5010","uppgift saknas",0
"0484C1010","hyresrätt",18
"0484C1010","bostadsrätt",29
"0484C1010","äganderätt",446
"0484C1010","uppgift saknas",0
"0484C1020","hyresrätt",47
"0484C1020","bostadsrätt",78
"0484C1020","äganderätt",507
"0484C1020","uppgift saknas",0
"0484C1030","hyresrätt",25
"0484C1030","bostadsrätt",23
"0484C1030","äganderätt",887
"0484C1030","uppgift saknas",0
"0484C1040","hyresrätt",38
"0484C1040","bostadsrätt",205
"0484C1040","äganderätt",495
"0484C1040","uppgift saknas",0
"0484C1050","hyresrätt",890
"0484C1050","bostadsrätt",5
"0484C1050","äganderätt",17
"0484C1050","uppgift saknas",0
"0484C1060","hyresrätt",308
"0484C1060","bostadsrätt",430
"0484C1060","äganderätt",201
"0484C1060","uppgift saknas",0
"0484C1070","hyresrätt",1002
"0484C1070","bostadsrätt",40
"0484C1070","äganderätt",62
"0484C1070","uppgift saknas",0
"0484C1080","hyresrätt",597
"0484C1080","bostadsrätt",0
"0484C1080","äganderätt",0
"0484C1080","uppgift saknas",0
"0484C1090","hyresrätt",939
"0484C1090","bostadsrätt",5
"0484C1090","äganderätt",88
"0484C1090","uppgift saknas",0
"0484C1100","hyresrätt",524
"0484C1100","bostadsrätt",0
"0484C1100","äganderätt",0
"0484C1100","uppgift saknas",0
"0484C1110","hyresrätt",913
"0484C1110","bostadsrätt",88
"0484C1110","äganderätt",57
"0484C1110","uppgift saknas",0
"0484C1120","hyresrätt",641
"0484C1120","bostadsrätt",96
"0484C1120","äganderätt",105
"0484C1120","uppgift saknas",0
"0484C1130","hyresrätt",858
"0484C1130","bostadsrätt",152
"0484C1130","äganderätt",106
"0484C1130","uppgift saknas",0
"0484C1140","hyresrätt",213
"0484C1140","bostadsrätt",135
"0484C1140","äganderätt",174
"0484C1140","uppgift saknas",0
"0484C1150","hyresrätt",593
"0484C1150","bostadsrätt",230
"0484C1150","äganderätt",40
"0484C1150","uppgift saknas",0
"0484C1160","hyresrätt",255
"0484C1160","bostadsrätt",131
"0484C1160","äganderätt",479
"0484C1160","uppgift saknas",0
"0484C1170","hyresrätt",528
"0484C1170","bostadsrätt",430
"0484C1170","äganderätt",37
"0484C1170","uppgift saknas",0
"0484C1180","hyresrätt",491
"0484C1180","bostadsrätt",554
"0484C1180","äganderätt",10
"0484C1180","uppgift saknas",0
"0484C1190","hyresrätt",774
"0484C1190","bostadsrätt",79
"0484C1190","äganderätt",27
"0484C1190","uppgift saknas",0
"0484C1200","hyresrätt",746
"0484C1200","bostadsrätt",67
"0484C1200","äganderätt",59
"0484C1200","uppgift saknas",0
"0484C1210","hyresrätt",694
"0484C1210","bostadsrätt",465
"0484C1210","äganderätt",195
"0484C1210","uppgift saknas",0
"0484C1220","hyresrätt",1014
"0484C1220","bostadsrätt",188
"0484C1220","äganderätt",0
"0484C1220","uppgift saknas",0
"0484C1230","hyresrätt",464
"0484C1230","bostadsrätt",193
"0484C1230","äganderätt",5
"0484C1230","uppgift saknas",0
"0484C1240","hyresrätt",658
"0484C1240","bostadsrätt",239
"0484C1240","äganderätt",100
"0484C1240","uppgift saknas",0
"0484C1250","hyresrätt",48
"0484C1250","bostadsrätt",476
"0484C1250","äganderätt",174
"0484C1250","uppgift saknas",0
"0484C1260","hyresrätt",798
"0484C1260","bostadsrätt",330
"0484C1260","äganderätt",50
"0484C1260","uppgift saknas",0
"0484C1270","hyresrätt",1015
"0484C1270","bostadsrätt",338
"0484C1270","äganderätt",3
"0484C1270","uppgift saknas",0
"0484C1280","hyresrätt",227
"0484C1280","bostadsrätt",10
"0484C1280","äganderätt",490
"0484C1280","uppgift saknas",0
"0484C1290","hyresrätt",625
"0484C1290","bostadsrätt",335
"0484C1290","äganderätt",0
"0484C1290","uppgift saknas",0
"0484C1300","hyresrätt",138
"0484C1300","bostadsrätt",430
"0484C1300","äganderätt",361
"0484C1300","uppgift saknas",0
"0484C1310","hyresrätt",634
"0484C1310","bostadsrätt",582
"0484C1310","äganderätt",2
"0484C1310","uppgift saknas",0
"0484C1320","hyresrätt",785
"0484C1320","bostadsrätt",513
"0484C1320","äganderätt",0
"0484C1320","uppgift saknas",0
"0484C1330","hyresrätt",958
"0484C1330","bostadsrätt",17
"0484C1330","äganderätt",96
"0484C1330","uppgift saknas",0
"0484C1340","hyresrätt",1132
"0484C1340","bostadsrätt",1247
"0484C1340","äganderätt",19
"0484C1340","uppgift saknas",0
"0484C1350","hyresrätt",517
"0484C1350","bostadsrätt",118
"0484C1350","äganderätt",380
"0484C1350","uppgift saknas",0
"0484C1360","hyresrätt",555
"0484C1360","bostadsrätt",254
"0484C1360","äganderätt",0
"0484C1360","uppgift saknas",0
"0484C1370","hyresrätt",528
"0484C1370","bostadsrätt",56
"0484C1370","äganderätt",7
"0484C1370","uppgift saknas",0
"0484C1380","hyresrätt",173
"0484C1380","bostadsrätt",72
"0484C1380","äganderätt",541
"0484C1380","uppgift saknas",0
"0484C1390","hyresrätt",729
"0484C1390","bostadsrätt",0
"0484C1390","äganderätt",84
"0484C1390","uppgift saknas",0
"0484C1400","hyresrätt",106
"0484C1400","bostadsrätt",227
"0484C1400","äganderätt",377
"0484C1400","uppgift saknas",0
"0484C1410","hyresrätt",407
"0484C1410","bostadsrätt",92
"0484C1410","äganderätt",175
"0484C1410","uppgift saknas",0
"0484C1420","hyresrätt",184
"0484C1420","bostadsrätt",87
"0484C1420","äganderätt",415
"0484C1420","uppgift saknas",0
"0484C1430","hyresrätt",524
"0484C1430","bostadsrätt",0
"0484C1430","äganderätt",218
"0484C1430","uppgift saknas",0
"0484C1440","hyresrätt",1
"0484C1440","bostadsrätt",35
"0484C1440","äganderätt",658
"0484C1440","uppgift saknas",0
"0484C1450","hyresrätt",274
"0484C1450","bostadsrätt",446
"0484C1450","äganderätt",123
"0484C1450","uppgift saknas",0
"0484C1460","hyresrätt",262
"0484C1460","bostadsrätt",329
"0484C1460","äganderätt",301
"0484C1460","uppgift saknas",0
"0484C1470","hyresrätt",351
"0484C1470","bostadsrätt",0
"0484C1470","äganderätt",456
"0484C1470","uppgift saknas",0
"0484C1480","hyresrätt",817
"0484C1480","bostadsrätt",0
"0484C1480","äganderätt",109
"0484C1480","uppgift saknas",0
"0484C1490","hyresrätt",243
"0484C1490","bostadsrätt",19
"0484C1490","äganderätt",788
"0484C1490","uppgift saknas",0
"0484C1500","hyresrätt",541
"0484C1500","bostadsrätt",197
"0484C1500","äganderätt",647
"0484C1500","uppgift saknas",0
"0486A0010","hyresrätt",28
"0486A0010","bostadsrätt",319
"0486A0010","äganderätt",471
"0486A0010","uppgift saknas",0
"0486A0020","hyresrätt",60
"0486A0020","bostadsrätt",0
"0486A0020","äganderätt",256
"0486A0020","uppgift saknas",0
"0486A0030","hyresrätt",38
"0486A0030","bostadsrätt",7
"0486A0030","äganderätt",397
"0486A0030","uppgift saknas",0
"0486A0040","hyresrätt",11
"0486A0040","bostadsrätt",0
"0486A0040","äganderätt",553
"0486A0040","uppgift saknas",1
"0486A0050","hyresrätt",17
"0486A0050","bostadsrätt",5
"0486A0050","äganderätt",348
"0486A0050","uppgift saknas",0
"0486A0060","hyresrätt",27
"0486A0060","bostadsrätt",0
"0486A0060","äganderätt",296
"0486A0060","uppgift saknas",0
"0486A0070","hyresrätt",61
"0486A0070","bostadsrätt",0
"0486A0070","äganderätt",583
"0486A0070","uppgift saknas",0
"0486A0080","hyresrätt",76
"0486A0080","bostadsrätt",0
"0486A0080","äganderätt",555
"0486A0080","uppgift saknas",0
"0486B2010","hyresrätt",319
"0486B2010","bostadsrätt",152
"0486B2010","äganderätt",227
"0486B2010","uppgift saknas",0
"0486B2020","hyresrätt",434
"0486B2020","bostadsrätt",58
"0486B2020","äganderätt",231
"0486B2020","uppgift saknas",0
"0486B2030","hyresrätt",125
"0486B2030","bostadsrätt",20
"0486B2030","äganderätt",503
"0486B2030","uppgift saknas",0
"0486B3010","hyresrätt",430
"0486B3010","bostadsrätt",21
"0486B3010","äganderätt",298
"0486B3010","uppgift saknas",0
"0486B3020","hyresrätt",88
"0486B3020","bostadsrätt",163
"0486B3020","äganderätt",380
"0486B3020","uppgift saknas",0
"0486B4010","hyresrätt",64
"0486B4010","bostadsrätt",74
"0486B4010","äganderätt",403
"0486B4010","uppgift saknas",0
"0486B4020","hyresrätt",161
"0486B4020","bostadsrätt",0
"0486B4020","äganderätt",347
"0486B4020","uppgift saknas",0
"0486C1010","hyresrätt",216
"0486C1010","bostadsrätt",185
"0486C1010","äganderätt",176
"0486C1010","uppgift saknas",0
"0486C1020","hyresrätt",201
"0486C1020","bostadsrätt",16
"0486C1020","äganderätt",477
"0486C1020","uppgift saknas",0
"0486C1030","hyresrätt",406
"0486C1030","bostadsrätt",219
"0486C1030","äganderätt",405
"0486C1030","uppgift saknas",0
"0486C1040","hyresrätt",632
"0486C1040","bostadsrätt",72
"0486C1040","äganderätt",197
"0486C1040","uppgift saknas",0
"0486C1050","hyresrätt",365
"0486C1050","bostadsrätt",330
"0486C1050","äganderätt",275
"0486C1050","uppgift saknas",0
"0486C1060","hyresrätt",740
"0486C1060","bostadsrätt",415
"0486C1060","äganderätt",0
"0486C1060","uppgift saknas",0
"0486C1070","hyresrätt",577
"0486C1070","bostadsrätt",300
"0486C1070","äganderätt",162
"0486C1070","uppgift saknas",0
"0486C1080","hyresrätt",428
"0486C1080","bostadsrätt",588
"0486C1080","äganderätt",228
"0486C1080","uppgift saknas",0
"0486C1090","hyresrätt",825
"0486C1090","bostadsrätt",291
"0486C1090","äganderätt",414
"0486C1090","uppgift saknas",0
"0488A0010","hyresrätt",76
"0488A0010","bostadsrätt",24
"0488A0010","äganderätt",533
"0488A0010","uppgift saknas",0
"0488A0020","hyresrätt",27
"0488A0020","bostadsrätt",0
"0488A0020","äganderätt",362
"0488A0020","uppgift saknas",0
"0488B2010","hyresrätt",382
"0488B2010","bostadsrätt",100
"0488B2010","äganderätt",307
"0488B2010","uppgift saknas",0
"0488B2020","hyresrätt",133
"0488B2020","bostadsrätt",103
"0488B2020","äganderätt",283
"0488B2020","uppgift saknas",0
"0488B2030","hyresrätt",85
"0488B2030","bostadsrätt",48
"0488B2030","äganderätt",349
"0488B2030","uppgift saknas",0
"0488C1010","hyresrätt",419
"0488C1010","bostadsrätt",222
"0488C1010","äganderätt",518
"0488C1010","uppgift saknas",0
"0488C1020","hyresrätt",256
"0488C1020","bostadsrätt",259
"0488C1020","äganderätt",444
"0488C1020","uppgift saknas",0
"0488C1030","hyresrätt",506
"0488C1030","bostadsrätt",189
"0488C1030","äganderätt",542
"0488C1030","uppgift saknas",0
"0509A0010","hyresrätt",15
"0509A0010","bostadsrätt",0
"0509A0010","äganderätt",542
"0509A0010","uppgift saknas",0
"0509A0020","hyresrätt",71
"0509A0020","bostadsrätt",0
"0509A0020","äganderätt",553
"0509A0020","uppgift saknas",0
"0509C1010","hyresrätt",216
"0509C1010","bostadsrätt",0
"0509C1010","äganderätt",362
"0509C1010","uppgift saknas",0
"0509C1020","hyresrätt",398
"0509C1020","bostadsrätt",29
"0509C1020","äganderätt",408
"0509C1020","uppgift saknas",0
"0512A0010","hyresrätt",85
"0512A0010","bostadsrätt",7
"0512A0010","äganderätt",531
"0512A0010","uppgift saknas",0
"0512A0020","hyresrätt",101
"0512A0020","bostadsrätt",0
"0512A0020","äganderätt",590
"0512A0020","uppgift saknas",0
"0512C1010","hyresrätt",311
"0512C1010","bostadsrätt",0
"0512C1010","äganderätt",221
"0512C1010","uppgift saknas",0
"0513A0010","hyresrätt",39
"0513A0010","bostadsrätt",1
"0513A0010","äganderätt",465
"0513A0010","uppgift saknas",0
"0513A0020","hyresrätt",225
"0513A0020","bostadsrätt",0
"0513A0020","äganderätt",576
"0513A0020","uppgift saknas",0
"0513A0030","hyresrätt",29
"0513A0030","bostadsrätt",0
"0513A0030","äganderätt",491
"0513A0030","uppgift saknas",8
"0513B2010","hyresrätt",49
"0513B2010","bostadsrätt",0
"0513B2010","äganderätt",382
"0513B2010","uppgift saknas",0
"0513B2020","hyresrätt",270
"0513B2020","bostadsrätt",46
"0513B2020","äganderätt",297
"0513B2020","uppgift saknas",0
"0513C1010","hyresrätt",337
"0513C1010","bostadsrätt",0
"0513C1010","äganderätt",351
"0513C1010","uppgift saknas",0
"0513C1020","hyresrätt",431
"0513C1020","bostadsrätt",0
"0513C1020","äganderätt",100
"0513C1020","uppgift saknas",0
"0513C1030","hyresrätt",285
"0513C1030","bostadsrätt",38
"0513C1030","äganderätt",454
"0513C1030","uppgift saknas",0
"0560A0010","hyresrätt",67
"0560A0010","bostadsrätt",0
"0560A0010","äganderätt",915
"0560A0010","uppgift saknas",0
"0560C1010","hyresrätt",429
"0560C1010","bostadsrätt",162
"0560C1010","äganderätt",439
"0560C1010","uppgift saknas",0
"0560C1020","hyresrätt",273
"0560C1020","bostadsrätt",129
"0560C1020","äganderätt",346
"0560C1020","uppgift saknas",0
"0561A0010","hyresrätt",58
"0561A0010","bostadsrätt",0
"0561A0010","äganderätt",493
"0561A0010","uppgift saknas",0
"0561A0020","hyresrätt",56
"0561A0020","bostadsrätt",0
"0561A0020","äganderätt",366
"0561A0020","uppgift saknas",0
"0561A0030","hyresrätt",67
"0561A0030","bostadsrätt",0
"0561A0030","äganderätt",359
"0561A0030","uppgift saknas",0
"0561B2010","hyresrätt",32
"0561B2010","bostadsrätt",31
"0561B2010","äganderätt",372
"0561B2010","uppgift saknas",0
"0561C1010","hyresrätt",508
"0561C1010","bostadsrätt",164
"0561C1010","äganderätt",295
"0561C1010","uppgift saknas",0
"0561C1020","hyresrätt",388
"0561C1020","bostadsrätt",109
"0561C1020","äganderätt",241
"0561C1020","uppgift saknas",0
"0561C1030","hyresrätt",60
"0561C1030","bostadsrätt",12
"0561C1030","äganderätt",653
"0561C1030","uppgift saknas",0
"0561C1040","hyresrätt",488
"0561C1040","bostadsrätt",84
"0561C1040","äganderätt",271
"0561C1040","uppgift saknas",0
"0561C1050","hyresrätt",361
"0561C1050","bostadsrätt",70
"0561C1050","äganderätt",390
"0561C1050","uppgift saknas",0
"0562A0010","hyresrätt",95
"0562A0010","bostadsrätt",12
"0562A0010","äganderätt",370
"0562A0010","uppgift saknas",0
"0562A0020","hyresrätt",38
"0562A0020","bostadsrätt",14
"0562A0020","äganderätt",535
"0562A0020","uppgift saknas",0
"0562A0030","hyresrätt",43
"0562A0030","bostadsrätt",41
"0562A0030","äganderätt",597
"0562A0030","uppgift saknas",0
"0562A0040","hyresrätt",85
"0562A0040","bostadsrätt",0
"0562A0040","äganderätt",381
"0562A0040","uppgift saknas",1
"0562A0050","hyresrätt",198
"0562A0050","bostadsrätt",75
"0562A0050","äganderätt",544
"0562A0050","uppgift saknas",0
"0562A0060","hyresrätt",78
"0562A0060","bostadsrätt",49
"0562A0060","äganderätt",435
"0562A0060","uppgift saknas",1
"0562C1010","hyresrätt",51
"0562C1010","bostadsrätt",149
"0562C1010","äganderätt",524
"0562C1010","uppgift saknas",0
"0562C1020","hyresrätt",282
"0562C1020","bostadsrätt",337
"0562C1020","äganderätt",117
"0562C1020","uppgift saknas",0
"0562C1030","hyresrätt",871
"0562C1030","bostadsrätt",247
"0562C1030","äganderätt",143
"0562C1030","uppgift saknas",0
"0562C1040","hyresrätt",309
"0562C1040","bostadsrätt",47
"0562C1040","äganderätt",407
"0562C1040","uppgift saknas",0
"0562C1050","hyresrätt",336
"0562C1050","bostadsrätt",72
"0562C1050","äganderätt",319
"0562C1050","uppgift saknas",0
"0562C1060","hyresrätt",687
"0562C1060","bostadsrätt",253
"0562C1060","äganderätt",208
"0562C1060","uppgift saknas",0
"0562C1070","hyresrätt",548
"0562C1070","bostadsrätt",504
"0562C1070","äganderätt",206
"0562C1070","uppgift saknas",0
"0562C1080","hyresrätt",619
"0562C1080","bostadsrätt",48
"0562C1080","äganderätt",416
"0562C1080","uppgift saknas",0
"0563A0010","hyresrätt",38
"0563A0010","bostadsrätt",0
"0563A0010","äganderätt",408
"0563A0010","uppgift saknas",3
"0563A0020","hyresrätt",112
"0563A0020","bostadsrätt",0
"0563A0020","äganderätt",380
"0563A0020","uppgift saknas",0
"0563A0030","hyresrätt",159
"0563A0030","bostadsrätt",0
"0563A0030","äganderätt",713
"0563A0030","uppgift saknas",0
"0563B2010","hyresrätt",260
"0563B2010","bostadsrätt",27
"0563B2010","äganderätt",364
"0563B2010","uppgift saknas",1
"0563C1010","hyresrätt",625
"0563C1010","bostadsrätt",92
"0563C1010","äganderätt",355
"0563C1010","uppgift saknas",0
"0563C1020","hyresrätt",311
"0563C1020","bostadsrätt",0
"0563C1020","äganderätt",350
"0563C1020","uppgift saknas",0
"0580A0010","hyresrätt",94
"0580A0010","bostadsrätt",0
"0580A0010","äganderätt",1010
"0580A0010","uppgift saknas",0
"0580A0020","hyresrätt",126
"0580A0020","bostadsrätt",0
"0580A0020","äganderätt",710
"0580A0020","uppgift saknas",0
"0580A0030","hyresrätt",41
"0580A0030","bostadsrätt",0
"0580A0030","äganderätt",699
"0580A0030","uppgift saknas",0
"0580A0040","hyresrätt",95
"0580A0040","bostadsrätt",0
"0580A0040","äganderätt",267
"0580A0040","uppgift saknas",0
"0580A0050","hyresrätt",121
"0580A0050","bostadsrätt",0
"0580A0050","äganderätt",665
"0580A0050","uppgift saknas",0
"0580A0060","hyresrätt",53
"0580A0060","bostadsrätt",19
"0580A0060","äganderätt",636
"0580A0060","uppgift saknas",2
"0580A0070","hyresrätt",29
"0580A0070","bostadsrätt",0
"0580A0070","äganderätt",472
"0580A0070","uppgift saknas",0
"0580A0080","hyresrätt",28
"0580A0080","bostadsrätt",0
"0580A0080","äganderätt",362
"0580A0080","uppgift saknas",0
"0580A0090","hyresrätt",7
"0580A0090","bostadsrätt",0
"0580A0090","äganderätt",594
"0580A0090","uppgift saknas",0
"0580A0100","hyresrätt",49
"0580A0100","bostadsrätt",0
"0580A0100","äganderätt",483
"0580A0100","uppgift saknas",0
"0580A0110","hyresrätt",51
"0580A0110","bostadsrätt",0
"0580A0110","äganderätt",403
"0580A0110","uppgift saknas",0
"0580A0120","hyresrätt",66
"0580A0120","bostadsrätt",0
"0580A0120","äganderätt",388
"0580A0120","uppgift saknas",0
"0580A0130","hyresrätt",50
"0580A0130","bostadsrätt",0
"0580A0130","äganderätt",348
"0580A0130","uppgift saknas",0
"0580B2010","hyresrätt",56
"0580B2010","bostadsrätt",74
"0580B2010","äganderätt",430
"0580B2010","uppgift saknas",0
"0580B2020","hyresrätt",115
"0580B2020","bostadsrätt",205
"0580B2020","äganderätt",368
"0580B2020","uppgift saknas",0
"0580B2030","hyresrätt",258
"0580B2030","bostadsrätt",120
"0580B2030","äganderätt",441
"0580B2030","uppgift saknas",0
"0580B2040","hyresrätt",248
"0580B2040","bostadsrätt",179
"0580B2040","äganderätt",245
"0580B2040","uppgift saknas",0
"0580B2050","hyresrätt",256
"0580B2050","bostadsrätt",40
"0580B2050","äganderätt",607
"0580B2050","uppgift saknas",0
"0580B3010","hyresrätt",208
"0580B3010","bostadsrätt",161
"0580B3010","äganderätt",325
"0580B3010","uppgift saknas",0
"0580B3020","hyresrätt",108
"0580B3020","bostadsrätt",25
"0580B3020","äganderätt",424
"0580B3020","uppgift saknas",0
"0580B4010","hyresrätt",62
"0580B4010","bostadsrätt",229
"0580B4010","äganderätt",404
"0580B4010","uppgift saknas",0
"0580B4020","hyresrätt",122
"0580B4020","bostadsrätt",0
"0580B4020","äganderätt",396
"0580B4020","uppgift saknas",0
"0580B5010","hyresrätt",99
"0580B5010","bostadsrätt",5
"0580B5010","äganderätt",789
"0580B5010","uppgift saknas",0
"0580B6010","hyresrätt",20
"0580B6010","bostadsrätt",70
"0580B6010","äganderätt",343
"0580B6010","uppgift saknas",0
"0580B6020","hyresrätt",183
"0580B6020","bostadsrätt",371
"0580B6020","äganderätt",372
"0580B6020","uppgift saknas",0
"0580C1010","hyresrätt",203
"0580C1010","bostadsrätt",283
"0580C1010","äganderätt",400
"0580C1010","uppgift saknas",0
"0580C1020","hyresrätt",231
"0580C1020","bostadsrätt",260
"0580C1020","äganderätt",419
"0580C1020","uppgift saknas",0
"0580C1030","hyresrätt",291
"0580C1030","bostadsrätt",151
"0580C1030","äganderätt",160
"0580C1030","uppgift saknas",0
"0580C1040","hyresrätt",142
"0580C1040","bostadsrätt",493
"0580C1040","äganderätt",102
"0580C1040","uppgift saknas",0
"0580C1050","hyresrätt",170
"0580C1050","bostadsrätt",63
"0580C1050","äganderätt",503
"0580C1050","uppgift saknas",0
"0580C1060","hyresrätt",26
"0580C1060","bostadsrätt",0
"0580C1060","äganderätt",358
"0580C1060","uppgift saknas",0
"0580C1070","hyresrätt",315
"0580C1070","bostadsrätt",431
"0580C1070","äganderätt",89
"0580C1070","uppgift saknas",0
"0580C1080","hyresrätt",15
"0580C1080","bostadsrätt",27
"0580C1080","äganderätt",531
"0580C1080","uppgift saknas",0
"0580C1090","hyresrätt",182
"0580C1090","bostadsrätt",192
"0580C1090","äganderätt",196
"0580C1090","uppgift saknas",0
"0580C1100","hyresrätt",6
"0580C1100","bostadsrätt",0
"0580C1100","äganderätt",504
"0580C1100","uppgift saknas",0
"0580C1110","hyresrätt",452
"0580C1110","bostadsrätt",89
"0580C1110","äganderätt",353
"0580C1110","uppgift saknas",0
"0580C1120","hyresrätt",115
"0580C1120","bostadsrätt",220
"0580C1120","äganderätt",371
"0580C1120","uppgift saknas",0
"0580C1130","hyresrätt",146
"0580C1130","bostadsrätt",610
"0580C1130","äganderätt",254
"0580C1130","uppgift saknas",0
"0580C1140","hyresrätt",76
"0580C1140","bostadsrätt",0
"0580C1140","äganderätt",560
"0580C1140","uppgift saknas",0
"0580C1150","hyresrätt",462
"0580C1150","bostadsrätt",392
"0580C1150","äganderätt",159
"0580C1150","uppgift saknas",0
"0580C1160","hyresrätt",795
"0580C1160","bostadsrätt",36
"0580C1160","äganderätt",114
"0580C1160","uppgift saknas",0
"0580C1170","hyresrätt",152
"0580C1170","bostadsrätt",113
"0580C1170","äganderätt",181
"0580C1170","uppgift saknas",0
"0580C1180","hyresrätt",35
"0580C1180","bostadsrätt",279
"0580C1180","äganderätt",385
"0580C1180","uppgift saknas",0
"0580C1190","hyresrätt",1232
"0580C1190","bostadsrätt",518
"0580C1190","äganderätt",177
