"Personbilar i trafik efter region, status och år"

"0180C3510","totalt",562
"0180C3520","totalt",406
"0180C3530","totalt",381
"0180C3540","totalt",332
"0180C3550","totalt",370
"0180C3560","totalt",437
"0180C3570","totalt",318
"0180C3580","totalt",434
"0180C3590","totalt",611
"0180C3600","totalt",303
"0180C3610","totalt",601
"0180C3620","totalt",325
"0180C3630","totalt",219
"0180C3640","totalt",358
"0180C3650","totalt",393
"0180C3660","totalt",188
"0180C3670","totalt",234
"0180C3680","totalt",353
"0180C3690","totalt",419
"0180C3700","totalt",262
"0180C3710","totalt",335
"0180C3720","totalt",504
"0180C3730","totalt",386
"0180C3740","totalt",308
"0180C3750","totalt",339
"0180C3760","totalt",562
"0180C3770","totalt",328
"0180C3780","totalt",227
"0180C3790","totalt",287
"0180C3800","totalt",340
"0180C3810","totalt",305
"0180C3820","totalt",336
"0180C3830","totalt",481
"0180C3840","totalt",624
"0180C3850","totalt",700
"0180C3860","totalt",360
"0180C3870","totalt",505
"0180C3880","totalt",478
"0180C3890","totalt",253
"0180C3900","totalt",506
"0180C3910","totalt",679
"0180C3920","totalt",338
"0180C3930","totalt",400
"0180C3940","totalt",416
"0180C3950","totalt",269
"0180C3960","totalt",338
"0180C3970","totalt",365
"0180C3980","totalt",392
"0180C3990","totalt",371
"0180C4000","totalt",515
"0180C4010","totalt",353
"0180C4020","totalt",357
"0180C4030","totalt",247
"0180C4040","totalt",445
"0180C4050","totalt",518
"0180C4060","totalt",868
"0180C4070","totalt",310
"0180C4080","totalt",441
"0180C4090","totalt",255
"0180C4100","totalt",308
"0180C4110","totalt",632
"0180C4120","totalt",347
"0180C4130","totalt",354
"0180C4140","totalt",459
"0180C4150","totalt",332
"0180C4160","totalt",307
"0180C4170","totalt",205
"0180C4180","totalt",553
"0180C4190","totalt",494
"0180C4200","totalt",571
"0180C4210","totalt",659
"0180C4220","totalt",365
"0180C4230","totalt",252
"0180C4240","totalt",367
"0180C4250","totalt",309
"0180C4260","totalt",513
"0180C4270","totalt",245
"0180C4280","totalt",389
"0180C4290","totalt",467
"0180C4300","totalt",484
"0180C4310","totalt",674
"0180C4320","totalt",398
"0180C4330","totalt",311
"0180C4340","totalt",447
"0180C4350","totalt",350
"0180C4360","totalt",355
"0180C4370","totalt",405
"0180C4380","totalt",485
"0180C4390","totalt",571
"0180C4400","totalt",298
"0180C4410","totalt",285
"0180C4420","totalt",187
"0180C4430","totalt",413
"0180C4440","totalt",468
"0180C4450","totalt",582
"0180C4460","totalt",579
